Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Afghanistan,AFG,2.23254208645161,2.2919445486715,2.354461852351,2.38629385300572,2.42020745910337,2.45157487112833,2.47866228944409,2.51992254366443,2.5542514703985,2.58492693988024,2.61579421390507,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Albania,ALB,5.49497835258072,7.05816071171207,11.0149860410737,11.3875109124751,11.7707892099635,12.1806922958735,12.6265476059094,12.956211080924,13.329073296329,13.7447359109736,14.2026306207364,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Algeria,DZA,3.35923133892253,4.3074089220702,5.50860447535551,5.56602515601972,5.63673440782181,5.73312007504324,5.86363656386141,6.00798118101593,6.17720487347554,6.36249654497986,6.55277788191286,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Angola,AGO,2.46696891880464,2.5668792843,2.34742974190506,2.33600291477621,2.32278246807198,2.303043908125,2.27586188841703,2.26101845787304,2.23919656477835,2.21637364776329,2.19934175001363,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Antigua and Barbuda,ATG,7.96123336745138,6.57887813091981,7.47537897885785,7.61871052660686,7.78443113772455,7.96115036408029,8.15680909732168,8.3605742274694,8.57523106910066,8.79982551980558,9.05496406433411,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Argentina,ARG,8.92239228409538,9.72863692874253,10.2970075386309,10.4010145228393,10.5073415674413,10.6164006618491,10.728815712424,10.8599775767747,10.9897071133897,11.1177888760774,11.2431082719004,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Armenia,ARM,5.63211896768133,10.0157643151807,10.864866029929,10.811258725887,10.8129244047118,10.8393429631621,10.8773965127277,10.9787227665683,11.0966448892298,11.2538176570131,11.4836677169087,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Aruba,ABW,7.65579494440779,7.58037709266618,10.5834623601121,10.9204368174727,11.2980932347153,11.7071713531328,12.1371273037445,12.6048897703868,13.0734772127631,13.5509471396854,14.0583554376658,..
